class,label,path
banded,0,images/banded/banded_0133.jpg
banded,0,images/banded/banded_0085.jpg
banded,0,images/banded/banded_0124.jpg
banded,0,images/banded/banded_0139.jpg
banded,0,images/banded/banded_0106.jpg
banded,0,images/banded/banded_0141.jpg
banded,0,images/banded/banded_0068.jpg
banded,0,images/banded/banded_0059.jpg
banded,0,images/banded/banded_0117.jpg
banded,0,images/banded/banded_0119.jpg
banded,0,images/banded/banded_0140.jpg
banded,0,images/banded/banded_0041.jpg
banded,0,images/banded/banded_0081.jpg
banded,0,images/banded/banded_0022.jpg
banded,0,images/banded/banded_0067.jpg
banded,0,images/banded/banded_0082.jpg
banded,0,images/banded/banded_0010.jpg
banded,0,images/banded/banded_0078.jpg
banded,0,images/banded/banded_0009.jpg
banded,0,images/banded/banded_0076.jpg
banded,0,images/banded/banded_0055.jpg
banded,0,images/banded/banded_0113.jpg
banded,0,images/banded/banded_0045.jpg
banded,0,images/banded/banded_0138.jpg
banded,0,images/banded/banded_0074.jpg
banded,0,images/banded/banded_0130.jpg
banded,0,images/banded/banded_0123.jpg
banded,0,images/banded/banded_0154.jpg
banded,0,images/banded/banded_0036.jpg
banded,0,images/banded/banded_0077.jpg
banded,0,images/banded/banded_0150.jpg
banded,0,images/banded/banded_0047.jpg
banded,0,images/banded/banded_0072.jpg
banded,0,images/banded/banded_0094.jpg
banded,0,images/banded/banded_0087.jpg
banded,0,images/banded/banded_0004.jpg
banded,0,images/banded/banded_0142.jpg
banded,0,images/banded/banded_0090.jpg
banded,0,images/banded/banded_0083.jpg
banded,0,images/banded/banded_0025.jpg
banded,0,images/banded/banded_0086.jpg
banded,0,images/banded/banded_0112.jpg
banded,0,images/banded/banded_0131.jpg
banded,0,images/banded/banded_0011.jpg
banded,0,images/banded/banded_0062.jpg
banded,0,images/banded/banded_0023.jpg
banded,0,images/banded/banded_0100.jpg
banded,0,images/banded/banded_0058.jpg
banded,0,images/banded/banded_0033.jpg
banded,0,images/banded/banded_0013.jpg
banded,0,images/banded/banded_0146.jpg
banded,0,images/banded/banded_0102.jpg
banded,0,images/banded/banded_0105.jpg
banded,0,images/banded/banded_0118.jpg
banded,0,images/banded/banded_0147.jpg
banded,0,images/banded/banded_0049.jpg
banded,0,images/banded/banded_0108.jpg
banded,0,images/banded/banded_0111.jpg
banded,0,images/banded/banded_0042.jpg
banded,0,images/banded/banded_0063.jpg
blotchy,1,images/blotchy/blotchy_0105.jpg
blotchy,1,images/blotchy/blotchy_0089.jpg
blotchy,1,images/blotchy/blotchy_0104.jpg
blotchy,1,images/blotchy/blotchy_0111.jpg
blotchy,1,images/blotchy/blotchy_0060.jpg
blotchy,1,images/blotchy/blotchy_0116.jpg
blotchy,1,images/blotchy/blotchy_0063.jpg
blotchy,1,images/blotchy/blotchy_0133.jpg
blotchy,1,images/blotchy/blotchy_0054.jpg
blotchy,1,images/blotchy/blotchy_0053.jpg
blotchy,1,images/blotchy/blotchy_0107.jpg
blotchy,1,images/blotchy/blotchy_0084.jpg
blotchy,1,images/blotchy/blotchy_0034.jpg
blotchy,1,images/blotchy/blotchy_0027.jpg
blotchy,1,images/blotchy/blotchy_0028.jpg
blotchy,1,images/blotchy/blotchy_0040.jpg
blotchy,1,images/blotchy/blotchy_0092.jpg
blotchy,1,images/blotchy/blotchy_0081.jpg
blotchy,1,images/blotchy/blotchy_0093.jpg
blotchy,1,images/blotchy/blotchy_0015.jpg
blotchy,1,images/blotchy/blotchy_0122.jpg
blotchy,1,images/blotchy/blotchy_0022.jpg
blotchy,1,images/blotchy/blotchy_0057.jpg
blotchy,1,images/blotchy/blotchy_0101.jpg
blotchy,1,images/blotchy/blotchy_0140.jpg
blotchy,1,images/blotchy/blotchy_0073.jpg
blotchy,1,images/blotchy/blotchy_0025.jpg
blotchy,1,images/blotchy/blotchy_0031.jpg
blotchy,1,images/blotchy/blotchy_0137.jpg
blotchy,1,images/blotchy/blotchy_0021.jpg
blotchy,1,images/blotchy/blotchy_0086.jpg
blotchy,1,images/blotchy/blotchy_0067.jpg
blotchy,1,images/blotchy/blotchy_0088.jpg
blotchy,1,images/blotchy/blotchy_0064.jpg
blotchy,1,images/blotchy/blotchy_0135.jpg
blotchy,1,images/blotchy/blotchy_0085.jpg
blotchy,1,images/blotchy/blotchy_0136.jpg
blotchy,1,images/blotchy/blotchy_0017.jpg
blotchy,1,images/blotchy/blotchy_0065.jpg
blotchy,1,images/blotchy/blotchy_0032.jpg
blotchy,1,images/blotchy/blotchy_0058.jpg
blotchy,1,images/blotchy/blotchy_0019.jpg
blotchy,1,images/blotchy/blotchy_0029.jpg
blotchy,1,images/blotchy/blotchy_0090.jpg
blotchy,1,images/blotchy/blotchy_0055.jpg
blotchy,1,images/blotchy/blotchy_0077.jpg
blotchy,1,images/blotchy/blotchy_0070.jpg
blotchy,1,images/blotchy/blotchy_0108.jpg
blotchy,1,images/blotchy/blotchy_0129.jpg
blotchy,1,images/blotchy/blotchy_0045.jpg
blotchy,1,images/blotchy/blotchy_0100.jpg
blotchy,1,images/blotchy/blotchy_0097.jpg
blotchy,1,images/blotchy/blotchy_0127.jpg
blotchy,1,images/blotchy/blotchy_0120.jpg
blotchy,1,images/blotchy/blotchy_0110.jpg
blotchy,1,images/blotchy/blotchy_0071.jpg
blotchy,1,images/blotchy/blotchy_0039.jpg
blotchy,1,images/blotchy/blotchy_0109.jpg
blotchy,1,images/blotchy/blotchy_0106.jpg
blotchy,1,images/blotchy/blotchy_0130.jpg
braided,2,images/braided/braided_0108.jpg
braided,2,images/braided/braided_0042.jpg
braided,2,images/braided/braided_0194.jpg
braided,2,images/braided/braided_0175.jpg
braided,2,images/braided/braided_0137.jpg
braided,2,images/braided/braided_0189.jpg
braided,2,images/braided/braided_0019.jpg
braided,2,images/braided/braided_0174.jpg
braided,2,images/braided/braided_0074.jpg
braided,2,images/braided/braided_0106.jpg
braided,2,images/braided/braided_0178.jpg
braided,2,images/braided/braided_0184.jpg
braided,2,images/braided/braided_0183.jpg
braided,2,images/braided/braided_0196.jpg
braided,2,images/braided/braided_0145.jpg
braided,2,images/braided/braided_0151.jpg
braided,2,images/braided/braided_0187.jpg
braided,2,images/braided/braided_0169.jpg
braided,2,images/braided/braided_0006.jpg
braided,2,images/braided/braided_0155.jpg
braided,2,images/braided/braided_0179.jpg
braided,2,images/braided/braided_0081.jpg
braided,2,images/braided/braided_0105.jpg
braided,2,images/braided/braided_0160.jpg
