class,label,path
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g12_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g20_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g25_c07.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g23_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g09_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g15_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g18_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g22_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g12_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g25_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g13_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g21_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g12_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g17_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g13_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g14_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g16_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g11_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g25_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g25_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g11_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g09_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g20_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g16_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g22_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g09_c07.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g09_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g15_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g14_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g17_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g21_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g11_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g19_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g20_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g19_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g15_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g10_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g12_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g22_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g25_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g18_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g13_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g21_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g17_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g12_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c04.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g08_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g20_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g22_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g08_c03.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g23_c06.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g15_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g10_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g21_c05.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g13_c02.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g14_c01.jpg
apply eye makeup,0,images/Apply_Eye_Makeup/v_ApplyEyeMakeup_g24_c07.jpg
