class,label,concept
apple,0,about 2-3 inches in diameter
apple,0,about the size of a tennis ball
apple,0,available year-round
apple,0,"baked, boiled, or fried"
apple,0,"beautiful, crimson red color"
apple,0,"beautiful, deep red color"
apple,0,blooms in the spring
apple,0,blue color
apple,0,bottom is slightly flattened
apple,0,bottom of the object is a light brown color
apple,0,bottom of the object is slightly brown
apple,0,bottom of the object is slightly flattened
apple,0,bottom of the object is white
apple,0,"bottom of the object is white, where it was attached to the tree"
apple,0,bright red
apple,0,bright red color
apple,0,"bright, cheerful red color"
apple,0,"bright, deep red color"
apple,0,"bright, vibrant red"
apple,0,carmine color
apple,0,carmine red
apple,0,classic fruit
apple,0,cold
apple,0,color between red and black
apple,0,color between red and brown
apple,0,color between red and green
apple,0,color between red and object
apple,0,color between red and yellow
apple,0,color is a big part of that
apple,0,color is a deep red
apple,0,color is a light red
apple,0,color is also said to represent passion and romance
apple,0,color is beautiful and vibrant
apple,0,color is bright red
apple,0,color is dark red
apple,0,color is deep and rich
apple,0,color is green color
apple,0,color is intense and lively
apple,0,color is object color
apple,0,color is purple color
apple,0,color is rich and vibrant
apple,0,color is so eye-catching
apple,0,color is so intense that it almost looks like it is glowing
apple,0,color is timeless
apple,0,color is very rare
apple,0,color is very uniform
apple,0,color is very unique
apple,0,color is very vibrant
apple,0,color is yellow color
apple,0,color makes it look like a healthy and delicious treat
apple,0,color of a ripe object
apple,0,"color of a ripe, juicy tomato"
apple,0,color red is known to stimulate the appetite
apple,0,"come in a variety of colors including green, yellow"
apple,0,come in many different colors
apple,0,come in many different sizes
apple,0,come in many different varieties
apple,0,cone-shaped
apple,0,contain a small amount of caffeine
apple,0,contain a substance called quercetin
apple,0,contains seeds
apple,0,"contains substance called quercetin, which is a powerful antioxidant"
apple,0,"cool, refreshing red color"
apple,0,crimson color
apple,0,crimson red
apple,0,crisp and juicy
apple,0,crunch
apple,0,dark green leaves
apple,0,dark red color
apple,0,deciduous tree
apple,0,deep red color
apple,0,deep red color with a hint of purple
apple,0,"deep, dark red color"
apple,0,"deep, passionate red color"
apple,0,"deep, rich red"
apple,0,"deep, rich red color"
apple,0,delicious
apple,0,delicious fruit
apple,0,disk-shaped
apple,0,dried and used as a snack
apple,0,easy to eat
apple,0,easy to peel
apple,0,eaten
apple,0,eaten all over the world
apple,0,eaten as a snack or dessert
apple,0,eaten as a snack or used in desserts
apple,0,eaten fresh
apple,0,eaten fresh or cooked
apple,0,eaten fresh or used in cooked dishes
apple,0,eaten fresh or used in various recipes
apple,0,"eaten fresh, cooked, or baked"
apple,0,"eaten fresh, cooked, or dried"
apple,0,"eaten fresh, cooked, or made into juice or cider"
apple,0,eaten raw or cooked
apple,0,eaten raw or used in a variety of recipes
apple,0,"eaten raw, cooked, or processed into other foods"
apple,0,eaten whole or used in recipes
apple,0,eaten with the skin or the skin can be removed
apple,0,elliptical
apple,0,encased by the skin
apple,0,enjoyed by many people
apple,0,enjoyed by people of all ages
apple,0,enjoyed in many different ways
apple,0,"fiery, hot red color"
apple,0,firm
apple,0,firm and crunchy
apple,0,firm and juicy
apple,0,firm to the touch
apple,0,"firm, but not too hard"
apple,0,flat
apple,0,flesh is white and crisp
apple,0,flesh is white and crispy
apple,0,flesh is white and crunchy
apple,0,flesh is white and firm
apple,0,flesh is white or light yellow
apple,0,food
apple,0,fresh
apple,0,fruit
apple,0,fruit is ready for harvest in the fall
apple,0,fruit that is often eaten
apple,0,"fruit that typically has a red, green, or yellow skin"
apple,0,glossy
apple,0,good addition to any diet
apple,0,good choice for those watching their weight
apple,0,good for you
apple,0,good fruit for kids because it is sweet and nutritious
apple,0,good fruit for people who are trying to eat healthy
apple,0,good fruit for people who are trying to lose weight
apple,0,good fruit for snacking
apple,0,good fruit to eat for a snack
apple,0,good fruit to eat for breakfast
apple,0,good fruit to eat for dessert
apple,0,good snack for people who are trying to lose weight
apple,0,good source of dietary fiber and vitamin c
apple,0,"good source of dietary fiber, vitamins a and c, and potassium"
apple,0,good source of dietary fibre
apple,0,good source of fiber
apple,0,good source of fiber and vitamins
apple,0,good source of fiber and vitamins a and c
apple,0,"good source of fiber, vitamins, and minerals"
apple,0,good source of vitamins a and c
apple,0,good source of vitamins and fiber
apple,0,good source of vitamins and minerals
apple,0,"granny smith, golden delicious, and red delicious"
apple,0,"granny smith, honeycrisp, and red delicious"
apple,0,great fruit
apple,0,great source of vitamins a and c
apple,0,green stem
apple,0,green stem sticking out the top
apple,0,green stem that protrudes from the top
apple,0,grow on trees
apple,0,grown for thousands of years
apple,0,grown in many countries
apple,0,grown in many different countries around the world
apple,0,grown in many different parts of the world
apple,0,grown in many parts of the world
apple,0,grown in temperate climates
apple,0,grows to a height of 15-30 feet
apple,0,grows to a height of 20 to 30 feet
apple,0,hard core
apple,0,hard to resist taking a bite
apple,0,"hard, red or green skin"
apple,0,"hard, white flesh"
apple,0,healthy
apple,0,healthy food
apple,0,healthy food that is good for you
apple,0,healthy fruit
apple,0,healthy snack
apple,0,healthy snack for kids and adults alike
apple,0,healthy snack full of vitamins and antioxidants
apple,0,hourglass-shaped
apple,0,inside of the object is filled with seeds
apple,0,juiced or made into cider
apple,0,juicy
apple,0,juicy and refreshing
apple,0,juicy and sweet
apple,0,leaves
apple,0,leaves that grow from the sides
apple,0,life span of 30 to 40 years
apple,0,light red color
apple,0,"light, delicate red"
apple,0,linked to reducing the risk of cancer
apple,0,low in calories
apple,0,low in calories and fat
apple,0,low-calorie fruit
apple,0,"made into pies, jams, and other desserts"
apple,0,many different types of object
apple,0,maroon color
apple,0,member of the object family
apple,0,nutritional powerhouse
apple,0,nutritious
apple,0,nutritious and delicious fruit
apple,0,nutritious fruit
apple,0,object is irregular
apple,0,object is oval
apple,0,object is the perfect example
apple,0,one of the most popular fruits in the world
apple,0,origin thought to be in asia
apple,0,part of many different cultures
apple,0,perfect color to represent fall
apple,0,perfect example of that
apple,0,perfect snack
apple,0,perfect snack for any time of day
apple,0,"pies, tarts, and sauces"
apple,0,pink color
apple,0,pinkish-red
apple,0,popular fruit
apple,0,popular fruit around the world
apple,0,popular fruit for both fresh eating and cooking
apple,0,popular fruit for snacking and baking
apple,0,popular fruit worldwide
apple,0,powerful color
apple,0,produces a fruit that is loved by many people around the world
apple,0,provides many health benefits
apple,0,pyramid-shaped
apple,0,ready to be eaten
apple,0,red
apple,0,red and round
apple,0,red and shiny
apple,0,red and white color scheme
